Apt_id,displayAddress,bathrooms,bedrooms,addedOn,type,price,verified,priceDuration,sizeMin,furnishing
987,"Al Ghozlan 2, Al Ghozlan, Greens, Dubai",1,1,2024-08-08T08:10:22Z,Residential for Sale,1350000,TRUE,sell,753 sqft,NO
988,"One at Palm Jumeirah, Palm Jumeirah, Dubai",4,3,2024-07-29T13:54:29Z,Residential for Sale,31000000,TRUE,sell,2782 sqft,YES
989,"Sunrise Bay, EMAAR Beachfront, Dubai Harbour, Dubai",4,3,2024-07-29T12:47:26Z,Residential for Sale,7500000,TRUE,sell,1925 sqft,YES
990,"Elie Saab VIE Townhouses, Meydan, Dubai",4,4,2024-07-22T08:46:21Z,Residential for Sale,3950000,TRUE,sell,3162 sqft,NO
991,"Casa Dora, Serena, Dubai",4,3,2024-07-31T07:51:57Z,Residential for Sale,3800000,TRUE,sell,2569 sqft,NO
992,"Binghatti Amber, Jumeirah Village Circle, Dubai",2,2,2024-08-17T11:49:09Z,Residential for Sale,1300000,TRUE,sell,1181 sqft,NO
993,"Grand Views, Meydan Gated Community, Meydan, Dubai",5,4,2024-07-09T13:54:17Z,Residential for Sale,5200000,TRUE,sell,2361 sqft,NO
994,"Beach Isle, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,2024-06-21T15:07:55Z,Residential for Sale,5950000,TRUE,sell,1304 sqft,NO
995,"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",3,2,2024-06-26T07:26:09Z,Residential for Sale,1300000,TRUE,sell,1263 sqft,NO
996,"Canal Front Residence 6, Canal Front Residences, Al Wasl, Dubai",3,2,2024-06-05T11:46:35Z,Residential for Sale,5300000,TRUE,sell,1553 sqft,NO
997,"29 Burj Boulevard Tower 1, 29 Burj Boulevard, Downtown Dubai, Dubai",2,1,2024-08-14T05:50:46Z,Residential for Sale,2500000,TRUE,sell,1007 sqft,NO
998,"Bonaire Tower, Park Island, Dubai Marina, Dubai",3,2,2024-07-10T13:46:43Z,Residential for Sale,2500000,TRUE,sell,1302 sqft,NO
999,"Hyati Residences, Jumeirah Village Circle, Dubai",2,1,2024-07-23T13:05:16Z,Residential for Sale,1300000,TRUE,sell,842 sqft,YES
1000,"Ontario Tower, Business Bay, Dubai",2,1,2024-08-02T11:05:28Z,Residential for Sale,1025000,TRUE,sell,802 sqft,YES
1001,"Binghatti Amber, Jumeirah Village Circle, Dubai",2,1,2024-07-25T13:45:27Z,Residential for Sale,1275000,TRUE,sell,949 sqft,NO
1002,"The Magnolias, Yas Acres, Yas Island, Abu Dhabi",3,3,2024-08-06T05:48:19Z,Residential for Sale,3995000,TRUE,sell,2826 sqft,NO
1003,"Weybridge Gardens, Dubai Residence Complex, Dubai",2,1,2024-07-31T10:45:38Z,Residential for Sale,999786,TRUE,sell,817 sqft,NO
1004,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour (The Lagoons), Dubai",1,1,2024-07-13T07:11:01Z,Residential for Sale,1982200,TRUE,sell,690 sqft,YES
1005,"Palace Beach Residence, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,2024-07-31T11:22:40Z,Residential for Sale,3850000,FALSE,sell,1333 sqft,NO
1006,"Harbour Gate Tower 1, Harbour Gate, Dubai Creek Harbour (The Lagoons), Dubai",4,3,2024-08-07T09:05:48Z,Residential for Sale,3995000,TRUE,sell,1640 sqft,NO
1007,"Palace Residences Creek Blue, Dubai Creek Harbour (The Lagoons), Dubai",1,1,2024-08-19T04:57:56Z,Residential for Sale,1877000,FALSE,sell,741 sqft,NO
1008,"Al Waha Villas, Dubai Land, Dubai",5,4,2024-06-06T12:37:20Z,Residential for Sale,4990000,TRUE,sell,4248 sqft,NO
1009,"Murooj Al Furjan, Al Furjan, Dubai",5,4,2024-07-29T07:46:54Z,Residential for Sale,7200000,TRUE,sell,4092 sqft,NO
1010,"Vida Residences Dubai Marina, Dubai Marina, Dubai",3,2,2024-08-14T11:47:36Z,Residential for Sale,3890000,TRUE,sell,1154 sqft,YES
1011,"Jebel Ali Industrial 2, Jebel Ali Industrial, Jebel Ali, Dubai",4,4,2024-07-11T16:04:19Z,Residential for Sale,22000000,FALSE,sell,18735 sqft,NO
1012,"Vida Residences Dubai Marina, Dubai Marina, Dubai",2,2,2024-07-09T13:09:57Z,Residential for Sale,3700000,TRUE,sell,1153 sqft,NO
1013,"Raya, Arabian Ranches 3, Dubai",4,4,2024-08-05T09:27:11Z,Residential for Sale,3390000,TRUE,sell,2354 sqft,NO
1014,"Greenview, EMAAR South, Dubai South (Dubai World Central), Dubai",3,3,2024-08-06T06:03:28Z,Residential for Sale,2275000,TRUE,sell,1995 sqft,NO
1015,"The Gate Tower 3, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",2,1,2024-07-06T07:26:06Z,Residential for Sale,1050000,TRUE,sell,1050 sqft,NO
1016,"Harbour Gate Tower 2, Harbour Gate, Dubai Creek Harbour (The Lagoons), Dubai",1,1,2024-07-03T06:09:32Z,Residential for Sale,1750000,TRUE,sell,683 sqft,NO
1017,"Residences 12, District One, Mohammed Bin Rashid City, Dubai",2,1,2024-06-24T13:20:05Z,Residential for Sale,1599999,TRUE,sell,752 sqft,YES
1018,"AZIZI Riviera, Meydan One, Meydan, Dubai",1,1,2024-05-27T09:09:36Z,Residential for Sale,1100000,TRUE,sell,781 sqft,NO
1019,"Marina Gate 2, Marina Gate, Dubai Marina, Dubai",2,2,2024-07-11T12:42:40Z,Residential for Sale,4750000,TRUE,sell,1324 sqft,NO
1020,"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour (The Lagoons), Dubai",2,2,2024-05-01T06:09:36Z,Residential for Sale,4700000,TRUE,sell,1098 sqft,YES
1021,"Forte 1, Forte, Downtown Dubai, Dubai",4,3,2024-08-12T08:28:17Z,Residential for Sale,5100000,TRUE,sell,1568 sqft,NO
1022,"Murooj Al Furjan, Al Furjan, Dubai",5,4,2024-07-01T09:47:16Z,Residential for Sale,6300000,TRUE,sell,3556 sqft,NO
1023,"Creek Rise Tower 1, Creek Rise, Dubai Creek Harbour (The Lagoons), Dubai",1,1,2024-03-21T10:29:14Z,Residential for Sale,1700000,TRUE,sell,785 sqft,NO
1024,"Golfville, Dubai Hills Estate, Dubai",1,2,2024-06-06T08:36:28Z,Residential for Sale,1800000,TRUE,sell,749 sqft,NO
1025,"The Polo Residence, Meydan Avenue, Meydan, Dubai",4,2,2024-07-19T09:05:32Z,Residential for Sale,2260000,TRUE,sell,1534 sqft,NO
1026,"UniEstate Sports Tower, Dubai Sports City, Dubai",1,studio,2024-07-19T12:25:25Z,Residential for Sale,430000,TRUE,sell,410 sqft,NO
1027,"Park Heights 2, Park Heights, Dubai Hills Estate, Dubai",1,1,2024-07-26T10:52:35Z,Residential for Sale,1350000,TRUE,sell,645 sqft,NO
1028,"Rukan 2, Rukan, Dubai",3,3,2024-06-27T14:24:48Z,Residential for Sale,3000000,TRUE,sell,1894 sqft,NO
1029,"Emerald Hills, Dubai Hills Estate, Dubai",6,5,2024-08-16T07:07:17Z,Residential for Sale,40000000,TRUE,sell,8618 sqft,NO
1030,"Cavalli Casa Tower, Al Sufouh 2, Al Sufouh, Dubai",4,3,2024-05-23T13:46:29Z,Residential for Sale,25500000,TRUE,sell,3920 sqft,NO
1031,"Al Ramth 11, Al Ramth, Remraam, Dubai",3,2,2024-04-05T12:34:50Z,Residential for Sale,1100000,TRUE,sell,952 sqft,PARTLY
1032,"Ciel Tower, Dubai Marina, Dubai",1,studio,2024-08-12T09:27:32Z,Residential for Sale,850000,FALSE,sell,82 sqft,YES
1033,"AZIZI Riviera 48, Meydan One, Meydan, Dubai",2,1,2024-06-26T07:06:11Z,Residential for Sale,1100000,TRUE,sell,572 sqft,PARTLY
1034,"Asayel 2, Madinat Jumeirah Living, Umm Suqeim, Dubai",1,1,2024-08-08T13:45:42Z,Residential for Sale,2700000,TRUE,sell,787 sqft,NO
1035,"Golf Grove, Dubai Hills Estate, Dubai",5,4,2024-07-30T13:44:56Z,Residential for Sale,8450000,TRUE,sell,3791 sqft,YES
1036,"The Community, Motor City, Dubai",2,1,2024-08-08T07:46:18Z,Residential for Sale,950000,TRUE,sell,1004 sqft,NO
1037,"AZIZI Pearl, Al Furjan, Dubai",1,1,2024-07-18T12:07:03Z,Residential for Sale,750000,TRUE,sell,541 sqft,YES
1038,"Fern, Central Park at City Walk, City Walk, Dubai",2,2,2024-05-30T11:46:38Z,Residential for Sale,3700000,TRUE,sell,1353 sqft,NO
1039,"Noor Townhouses, Town Square, Dubai",4,3,2024-07-29T07:19:44Z,Residential for Sale,2380000,TRUE,sell,2022 sqft,NO
1040,"The Crest Tower A, Sobha Hartland, Mohammed Bin Rashid City, Dubai",3,2,2024-07-31T11:45:57Z,Residential for Sale,2799999,TRUE,sell,1387 sqft,NO
1041,"Regalia By Deyaar, Business Bay, Dubai",3,2,2024-08-09T10:25:30Z,Residential for Sale,2500000,TRUE,sell,1255 sqft,NO
1042,"The Magnolia Collection, Signature Mansions, Jumeirah Golf Estates, Dubai",7+,6,2024-08-02T04:35:20Z,Residential for Sale,41500000,FALSE,sell,16010 sqft,NO
1043,"Myrtle, Central Park at City Walk, City Walk, Dubai",2,1,2024-08-05T13:05:37Z,Residential for Sale,1999999,TRUE,sell,726 sqft,NO
1044,"East 40, Al Furjan, Dubai",2,1,2024-06-11T06:55:45Z,Residential for Sale,925000,TRUE,sell,669 sqft,NO
1045,"The Magnolia Collection, Signature Mansions, Jumeirah Golf Estates, Dubai",7+,6,2024-08-02T04:33:55Z,Residential for Sale,39750000,FALSE,sell,16010 sqft,NO
1046,"The Acres, Dubai Land, Dubai",7,6,2024-08-02T11:05:09Z,Residential for Sale,15000000,FALSE,sell,12436 sqft,NO
1047,"Marbella, Damac Lagoons, Dubai",3,4,2024-07-18T09:34:20Z,Residential for Sale,2330000,TRUE,sell,1550 sqft,NO
1048,"Cleopatra, Living Legends, Dubai",2,2,2024-07-27T06:22:29Z,Residential for Sale,1100000,TRUE,sell,1419 sqft,NO
1049,"Marina Heights, Dubai Marina, Dubai",3,2,2024-07-03T13:03:28Z,Residential for Sale,2650000,TRUE,sell,1293 sqft,NO
1050,"Arabian Hills Estate, Al Faqa'a, Al Ain",4,4,2024-08-12T12:36:31Z,Residential for Sale,1952730,FALSE,sell,30042 sqft,NO
1051,"D1 Tower, Culture Village, Dubai",2,1,2024-08-02T05:09:29Z,Residential for Sale,2400000,TRUE,sell,1088 sqft,YES
1052,"Vida Residences Dubai Marina, Dubai Marina, Dubai",3,2,2024-08-02T10:49:35Z,Residential for Sale,9000000,TRUE,sell,2071 sqft,NO
1053,"Arabian Hills Estate, Al Faqa'a, Al Ain",4,4,2024-08-12T12:31:17Z,Residential for Sale,897813,FALSE,sell,14251 sqft,NO
1054,"The Torch, Dubai Marina, Dubai",2,1,2024-07-02T06:43:30Z,Residential for Sale,1675000,TRUE,sell,808 sqft,YES
1055,"Al Thamam 55, Al Thamam, Remraam, Dubai",1,1,2024-02-13T12:03:13Z,Residential for Sale,700000,TRUE,sell,1129 sqft,NO
1056,"Palmera 3, Palmera, Arabian Ranches, Dubai",3,2,2024-08-08T06:45:13Z,Residential for Sale,4190000,TRUE,sell,2219 sqft,NO
1057,"Bay Central West, Bay Central, Dubai Marina, Dubai",3,2,2024-06-11T11:48:11Z,Residential for Sale,2300000,TRUE,sell,1070 sqft,NO
1058,"Forte 1, Forte, Downtown Dubai, Dubai",2,2,2024-05-06T04:59:35Z,Residential for Sale,3000000,TRUE,sell,1003 sqft,NO
1059,"Vida Residence Downtown, Downtown Dubai, Dubai",2,1,2024-07-11T07:47:20Z,Residential for Sale,2400000,TRUE,sell,767 sqft,YES
1060,"AZIZI Riviera, Meydan One, Meydan, Dubai",1,studio,2024-05-21T10:47:52Z,Residential for Sale,720000,TRUE,sell,302 sqft,YES
1061,"District One Villas, District One, Mohammed Bin Rashid City, Dubai",7+,5,2024-08-08T13:45:43Z,Residential for Sale,20200000,TRUE,sell,6835 sqft,NO
1062,"Eden, The Valley, Dubai",3,3,2024-07-25T12:08:28Z,Residential for Sale,2350000,TRUE,sell,1873 sqft,NO
1063,"Sobha Hartland Waves Opulence, Nad Al Sheba 1, Nad Al Sheba, Dubai",1,1,2024-06-11T07:20:31Z,Residential for Sale,2074091,TRUE,sell,1078 sqft,NO
1064,"AZIZI Riviera, Meydan One, Meydan, Dubai",1,studio,2024-07-03T05:37:14Z,Residential for Sale,705000,TRUE,sell,354 sqft,NO
1065,"The Address BLVD Sky Collection, Downtown Dubai, Dubai",3,2,2024-08-08T11:39:18Z,Residential for Sale,5400000,TRUE,sell,1449 sqft,YES
1066,"Silver Springs 3, Silver Springs, DAMAC Hills, Dubai",5,5,2024-02-20T11:46:09Z,Residential for Sale,5498900,FALSE,sell,2017 sqft,NO
1067,"La Vie, Jumeirah Beach Residence, Dubai",3,2,2024-08-07T08:50:33Z,Residential for Sale,6300000,TRUE,sell,1410 sqft,NO
1068,"Sobha One, Sobha Hartland, Mohammed Bin Rashid City, Dubai",3,4,2024-07-19T12:32:35Z,Residential for Sale,4450000,FALSE,sell,2230 sqft,NO
1069,"Glamz by Danube, Glamz, Al Furjan, Dubai",1,studio,2024-08-09T08:38:27Z,Residential for Sale,549999,TRUE,sell,405 sqft,YES
1070,"Umm Suqeim 1 Villas, Umm Suqeim 1, Umm Suqeim, Dubai",6,5,2024-08-12T12:23:55Z,Residential for Sale,35000000,TRUE,sell,27833 sqft,NO
1071,"Qamar 2, Madinat Badr, Al Muhaisnah, Dubai",3,2,2024-07-19T13:16:51Z,Residential for Sale,2349999,TRUE,sell,1482 sqft,NO
1072,"Al Ghozlan 1, Al Ghozlan, Greens, Dubai",1,1,2024-07-25T06:29:40Z,Residential for Sale,1350000,TRUE,sell,754 sqft,PARTLY
1073,"Al Ghadeer 2, Al Ghadeer, Abu Dhabi",4,3,2024-06-21T05:25:56Z,Residential for Sale,2100000,TRUE,sell,1695 sqft,NO
1074,"Marina Terrace, Dubai Marina, Dubai",3,3,2024-06-24T16:07:55Z,Residential for Sale,2700000,TRUE,sell,1645 sqft,NO
1075,"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour (The Lagoons), Dubai",2,2,2024-08-02T06:30:07Z,Residential for Sale,4050000,TRUE,sell,1098 sqft,NO
1076,"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour (The Lagoons), Dubai",2,2,2024-08-02T06:30:07Z,Residential for Sale,3700000,TRUE,sell,1103 sqft,NO
1077,"Park Ridge Tower C, Park Ridge, Dubai Hills Estate, Dubai",3,3,2024-06-12T12:49:55Z,Residential for Sale,5400000,TRUE,sell,2881 sqft,YES
1078,"Park Ridge Tower C, Park Ridge, Dubai Hills Estate, Dubai",3,3,2024-07-02T12:10:03Z,Residential for Sale,4850000,TRUE,sell,2785 sqft,NO
1079,"Arabian Villas, Jumeirah Village Triangle, Dubai",3,2,2024-07-09T06:43:23Z,Residential for Sale,4850000,TRUE,sell,6863 sqft,NO
1080,"New Dubai Gate 2, JLT Cluster A, Jumeirah Lake Towers, Dubai",4,3,2024-07-10T06:43:25Z,Residential for Sale,1625000,TRUE,sell,1146 sqft,NO
1081,"Al Samar 4, Al Samar, Greens, Dubai",1,1,2024-08-13T03:44:44Z,Residential for Sale,1500000,TRUE,sell,758 sqft,YES
1082,"Alaya, Tilal Al Ghaf, Dubai",6,5,2024-06-11T12:27:45Z,Residential for Sale,15500000,TRUE,sell,8156 sqft,NO
1083,"Al Jawhara Residences, Jumeirah Village Triangle, Dubai",1,studio,2024-04-22T12:19:40Z,Residential for Sale,500000,TRUE,sell,434 sqft,NO
1084,"Address The Bay, EMAAR Beachfront, Dubai Harbour, Dubai",3,2,2024-08-02T11:48:20Z,Residential for Sale,8000000,TRUE,sell,1727 sqft,NO
1085,"Al Shera Tower, JLT Cluster E, Jumeirah Lake Towers, Dubai",4,3,2024-05-29T08:23:27Z,Residential for Sale,3800000,TRUE,sell,2737 sqft,NO
1086,"Capital Bay Tower A, Capital Bay, Business Bay, Dubai",1,studio,2024-05-27T11:23:33Z,Residential for Sale,775000,TRUE,sell,505 sqft,YES
1087,"The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",2,2,2024-07-03T12:45:36Z,Residential for Sale,4750000,TRUE,sell,1189 sqft,YES
1088,"Costa Brava 2, Costa Brava at DAMAC Lagoons, Damac Lagoons, Dubai",5,5,2024-08-13T11:01:59Z,Residential for Sale,3100000,FALSE,sell,3200 sqft,NO
1089,"Azizi Star, Al Furjan, Dubai",3,2,2024-07-29T11:33:58Z,Residential for Sale,1200000,TRUE,sell,949 sqft,YES
1090,"Rukan 1, Rukan, Dubai",1,studio,2024-08-13T09:30:08Z,Residential for Sale,500000,TRUE,sell,432 sqft,NO
1091,"Maple 2, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",4,3,2024-08-14T18:40:54Z,Residential for Sale,4400000,TRUE,sell,2098 sqft,NO
1092,"Sunrise Bay, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,2024-08-14T05:50:06Z,Residential for Sale,5250000,TRUE,sell,1230 sqft,YES
1093,"Grand Bleu Tower 1, EMAAR Beachfront, Dubai Harbour, Dubai",3,3,2024-08-13T12:29:53Z,Residential for Sale,10000000,TRUE,sell,1957 sqft,NO
1094,"Golfville, Dubai Hills Estate, Dubai",1,1,2024-08-12T14:09:09Z,Residential for Sale,1400000,TRUE,sell,505 sqft,NO
1095,"Azizi Park Avenue, Meydan, Dubai",1,1,2024-06-11T08:38:39Z,Residential for Sale,1150000,TRUE,sell,673 sqft,NO
1096,"District 16, Jumeirah Village Circle, Dubai",4,2,2024-08-02T12:16:25Z,Residential for Sale,4200000,TRUE,sell,2700 sqft,NO
1097,"Belair Damac Hills - By Trump Estates, DAMAC Hills, Dubai",3,4,2024-08-13T12:43:05Z,Residential for Sale,3550000,TRUE,sell,2005 sqft,NO
1098,"Yacht Bay, Dubai Marina, Dubai",5,3,2024-07-11T06:36:32Z,Residential for Sale,3950000,TRUE,sell,2555 sqft,YES
1099,"Burj Binghatti Jacob & Co, Business Bay, Dubai",3,2,2024-07-15T08:04:52Z,Residential for Sale,14980000,TRUE,sell,3286 sqft,NO
1100,"KHK 21, Al Warsan 4, Al Warsan, Dubai",1,studio,2024-07-24T11:18:19Z,Residential for Sale,439555,TRUE,sell,366 sqft,NO
1101,"Morocco by Damac, Damac Lagoons, Dubai",5,4,2024-07-25T11:56:21Z,Residential for Sale,2800000,TRUE,sell,1568 sqft,PARTLY
1102,"Sur La Mer, La Mer, Jumeirah, Dubai",5,4,2024-07-24T11:56:43Z,Residential for Sale,14000000,TRUE,sell,4144 sqft,NO
1103,"Reva Residences, Business Bay, Dubai",2,2,2024-07-19T09:02:18Z,Residential for Sale,1725000,TRUE,sell,908 sqft,NO
1104,"The Acres, Dubai Land, Dubai",4,3,2024-07-03T14:26:13Z,Residential for Sale,5970000,TRUE,sell,4370 sqft,NO
1105,"Building 14, City Walk, Dubai",3,2,2024-06-28T08:49:11Z,Residential for Sale,4500000,TRUE,sell,1749 sqft,YES
1106,"Residences 13, District One, Mohammed Bin Rashid City, Dubai",2,2,2024-05-30T14:22:56Z,Residential for Sale,2700000,TRUE,sell,1040 sqft,YES
1107,"Victoria Residency, Al Furjan, Dubai",2,1,2024-07-04T13:13:43Z,Residential for Sale,975000,TRUE,sell,951 sqft,NO
1108,"Al Sahab 1, Al Sahab, Dubai Marina, Dubai",3,3,2024-07-05T06:24:53Z,Residential for Sale,4200000,TRUE,sell,2180 sqft,NO
1109,"Lake Shore Tower, JLT Cluster Y, Jumeirah Lake Towers, Dubai",3,2,2024-07-29T12:35:43Z,Residential for Sale,1500000,TRUE,sell,1298 sqft,NO
1110,"Palm Beach Towers 2, Palm Beach Towers, Palm Jumeirah, Dubai",4,3,2024-08-16T12:08:43Z,Residential for Sale,9850000,FALSE,sell,2743 sqft,NO
1111,"The Autograph, Jumeirah Village Circle, Dubai",2,1,2024-08-09T12:19:32Z,Residential for Sale,1350000,TRUE,sell,908 sqft,NO
1112,"Al Thamam 20, Al Thamam, Remraam, Dubai",2,1,2024-05-09T09:19:30Z,Residential for Sale,650000,TRUE,sell,782 sqft,NO
1113,"La Rive - Building 3, La Mer, Jumeirah, Dubai",1,1,2024-07-02T12:46:12Z,Residential for Sale,2450000,TRUE,sell,789 sqft,YES
1114,"Cavalli Casa Tower, Al Sufouh 2, Al Sufouh, Dubai",1,1,2024-04-27T09:19:28Z,Residential for Sale,2400000,TRUE,sell,900 sqft,PARTLY
1115,"Whispering Pines, Earth, Jumeirah Golf Estates, Dubai",4,4,2024-05-19T14:08:12Z,Residential for Sale,12800000,TRUE,sell,4489 sqft,NO
1116,"Shoreline by Damac, Al Marjan Island, Ras Al Khaimah",2,1,2024-08-13T08:54:22Z,Residential for Sale,1830000,FALSE,sell,830 sqft,PARTLY
1117,"Daisy, Azizi Residence, Al Furjan, Dubai",2,2,2024-08-06T07:35:22Z,Residential for Sale,1370000,TRUE,sell,1298 sqft,NO
1118,"Uniestate Supreme Residence, Arjan, Dubai",2,1,2024-07-31T09:47:30Z,Residential for Sale,1100000,TRUE,sell,727 sqft,YES
1119,"Alaya, Tilal Al Ghaf, Dubai",6,5,2024-06-11T12:47:47Z,Residential for Sale,15500000,TRUE,sell,8156 sqft,NO
1120,"Elysian Mansions, Tilal Al Ghaf, Dubai",6,5,2024-04-20T09:47:37Z,Residential for Sale,24000000,TRUE,sell,10672 sqft,NO
1121,"Golf Place 2, Golf Place, Dubai Hills Estate, Dubai",5,4,2024-05-30T09:27:43Z,Residential for Sale,16000000,TRUE,sell,5371 sqft,NO
1122,"Elysian Mansions, Tilal Al Ghaf, Dubai",6,5,2024-06-11T13:47:51Z,Residential for Sale,28999000,TRUE,sell,10672 sqft,NO
1123,"Majestic Vistas, Dubai Hills Estate, Dubai",7,6,2024-04-20T09:27:37Z,Residential for Sale,43999990,TRUE,sell,10366 sqft,NO
1124,"Downtown Views II Tower 1, Downtown Views II, Downtown Dubai, Dubai",3,3,2024-07-10T08:14:45Z,Residential for Sale,5200000,TRUE,sell,1732 sqft,NO
1125,"Harbour Views 1, Dubai Creek Harbour (The Lagoons), Dubai",2,2,2024-07-19T09:54:34Z,Residential for Sale,3000000,TRUE,sell,1832 sqft,NO
1126,"Sunrise Bay, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,2024-07-29T09:45:40Z,Residential for Sale,2700000,TRUE,sell,728 sqft,YES
1127,"South Ridge 6, South Ridge, Downtown Dubai, Dubai",2,1,2024-07-29T09:45:35Z,Residential for Sale,1950000,TRUE,sell,1060 sqft,NO
1128,"Marina Vista, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,2024-07-29T09:45:40Z,Residential for Sale,3000000,TRUE,sell,826 sqft,YES
1129,"Palace Beach Residence, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,2024-07-29T09:45:36Z,Residential for Sale,2750000,TRUE,sell,851 sqft,NO
1130,"Tower B, Damac Bay, Dubai Harbour, Dubai",3,3,2024-07-29T09:45:36Z,Residential for Sale,8750000,TRUE,sell,1997 sqft,NO
1131,"Golf Grand, Dubai Hills Estate, Dubai",2,2,2024-07-29T09:45:36Z,Residential for Sale,3500000,TRUE,sell,1665 sqft,NO
1132,"Beachgate by Address, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,2024-08-08T13:24:14Z,Residential for Sale,3500000,TRUE,sell,795 sqft,NO
1133,"Family Villas, Green Community West, Green Community, Dubai",6,5,2024-06-05T10:45:48Z,Residential for Sale,12200000,TRUE,sell,6210 sqft,NO
1134,"Muraba Residence, The Crescent, Palm Jumeirah, Dubai",3,2,2024-04-30T13:46:59Z,Residential for Sale,7700000,TRUE,sell,1758 sqft,NO
1135,"Elysian Mansions, Tilal Al Ghaf, Dubai",7,5,2024-07-24T06:29:48Z,Residential for Sale,25000000,TRUE,sell,10672 sqft,NO
1136,"Cavalli Casa Tower, Al Sufouh 2, Al Sufouh, Dubai",4,3,2024-07-09T06:45:17Z,Residential for Sale,19000000,TRUE,sell,3927 sqft,NO
1137,"Golf Greens 1 - Tower A, Golf Greens, DAMAC Hills, Dubai",1,1,2024-05-08T12:06:54Z,Residential for Sale,1229999,TRUE,sell,698 sqft,NO
1138,"Palm Beach Towers 3, Palm Beach Towers, Palm Jumeirah, Dubai",3,2,2024-07-22T13:05:27Z,Residential for Sale,6750000,TRUE,sell,1356 sqft,NO
1139,"Palmera 3, Palmera, Arabian Ranches, Dubai",4,3,2024-08-11T06:45:29Z,Residential for Sale,6400000,TRUE,sell,2936 sqft,NO
1140,"Palm Beach Towers 3, Palm Beach Towers, Palm Jumeirah, Dubai",2,1,2024-07-22T11:45:37Z,Residential for Sale,5470000,TRUE,sell,1067 sqft,NO
1141,"Elie Saab VIE Townhouses, Meydan, Dubai",4,4,2024-08-06T08:07:35Z,Residential for Sale,3990880,FALSE,sell,2012 sqft,PARTLY
1142,"Sharjah Garden City, Sharjah",7,5,2024-06-20T10:03:44Z,Residential for Sale,4550000,FALSE,sell,7300 sqft,PARTLY
1143,"The Acres, Dubai Land, Dubai",6,5,2024-08-01T13:05:25Z,Residential for Sale,10089000,FALSE,sell,6001 sqft,NO
1144,"AlThuraya Island, Ajmal Makan City, Al Hamriyah, Sharjah",7+,6,2024-07-20T14:28:51Z,Residential for Sale,6940000,FALSE,sell,7200 sqft,PARTLY
1145,"Balqis Residence, Kingdom of Sheba, Palm Jumeirah, Dubai",3,2,2024-07-09T10:25:56Z,Residential for Sale,6000000,TRUE,sell,1978 sqft,NO
1146,"Fortunato, Jumeirah Village Circle, Dubai",2,1,2024-07-12T12:24:53Z,Residential for Sale,933000,TRUE,sell,933 sqft,YES
1147,"Fortuna Village, Victory Heights, Dubai Sports City, Dubai",4,4,2024-07-11T07:05:55Z,Residential for Sale,4850000,TRUE,sell,3352 sqft,NO
1148,"Alicante Villas, Victory Heights, Dubai Sports City, Dubai",4,4,2024-07-15T11:05:55Z,Residential for Sale,3950000,TRUE,sell,3295 sqft,NO
1149,"The Autograph, Jumeirah Village Circle, Dubai",2,1,2024-07-09T11:30:41Z,Residential for Sale,1500000,TRUE,sell,793 sqft,NO
1150,"Me Do Re Tower, JLT Cluster L, Jumeirah Lake Towers, Dubai",1,studio,2024-07-09T15:47:04Z,Residential for Sale,1075000,TRUE,sell,428 sqft,YES
1151,"Burj Lake Hotel - The Address DownTown, Downtown Dubai, Dubai",3,2,2024-06-28T13:45:47Z,Residential for Sale,12500000,TRUE,sell,1848 sqft,YES
1152,"Weybridge Gardens 2, Dubai Land, Dubai",1,studio,2024-07-30T11:48:52Z,Residential for Sale,597150,FALSE,sell,454 sqft,YES
1153,"Al Mushrif Villas, Al Mushrif, Abu Dhabi",7+,7,2024-08-10T09:43:06Z,Residential for Sale,7100000,FALSE,sell,4631 sqft,NO
1154,"Golf Place 2, Golf Place, Dubai Hills Estate, Dubai",5,4,2024-08-07T07:00:20Z,Residential for Sale,14499000,FALSE,sell,7464 sqft,NO
1155,"The S Tower, Dubai Internet City, Dubai",5,4,2024-07-31T11:49:48Z,Residential for Sale,23000000,TRUE,sell,4814 sqft,NO
1156,"Haven Living, Dubai Islands, Deira, Dubai",1,1,2024-07-15T09:05:25Z,Residential for Sale,1750000,TRUE,sell,1132 sqft,NO
1157,"Levanto By Oro24, Jumeirah Village Circle, Dubai",2,2,2024-08-05T10:02:52Z,Residential for Sale,2140000,TRUE,sell,1596 sqft,NO
1158,"Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,2024-07-17T05:45:56Z,Residential for Sale,2850000,TRUE,sell,742 sqft,NO
